order_id,order_date,region,carrier,product_category,order_value_eur,delivery_days
ORD-2026943,2024-04-01,Nord,DPD,Apparel,58.48,1.0
ORD-2024843,2024-04-01,Zentral,DHL,Home,492.39,3.9
ORD-2025264,2024-04-01,Nord,DHL,Apparel,127.75,2.2
ORD-2025634,2024-04-01,Sued,Hermes,Home,166.75,3.7
ORD-2025817,2024-04-01,Zentral,DPD,Apparel,104.04,2.5
ORD-2027522,2024-04-01,Zentral,GLS,Apparel,29.73,4.1
ORD-2026416,2024-04-01,Nord,DHL,Food,100.02,3.8
ORD-2024056,2024-04-01,Zentral,GLS,Apparel,37.14,4.6
ORD-2025149,2024-04-01,Sued,GLS,Electronics,81.31,4.4
ORD-2024435,2024-04-01,Sued,DHL,Home,37.62,2.3
ORD-2028641,2024-04-02,Sued,DPD,Food,65.15,2.2
ORD-2027331,2024-04-02,Sued,DHL,Home,54.82,2.0
ORD-2028599,2024-04-02,Sued,DHL,Apparel,78.94,2.8
ORD-2028396,2024-04-02,Zentral,Hermes,Books,136.32,6.6
ORD-2027193,2024-04-02,Nord,DPD,Electronics,61.75,3.3
ORD-2027227,2024-04-02,Nord,DHL,Food,62.33,3.4
ORD-2028999,2024-04-02,West,DHL,Apparel,65.35,1.4
ORD-2025977,2024-04-02,Zentral,Hermes,Books,58.29,2.9
ORD-2028906,2024-04-02,Sued,DHL,Apparel,92.5,2.8
ORD-2024836,2024-04-02,Sued,GLS,Food,38.3,5.3
ORD-2024528,2024-04-02,West,GLS,Apparel,19.94,13.0
ORD-2028025,2024-04-02,Zentral,Hermes,Food,31.89,3.3
ORD-2027932,2024-04-02,Zentral,DHL,Apparel,42.49,2.3
ORD-2026114,2024-04-02,West,UPS,Electronics,74.75,2.4
ORD-2025762,2024-04-02,Ost,GLS,Food,17.35,1.6
ORD-2025901,2024-04-02,West,DHL,Electronics,188.37,2.7
ORD-2027991,2024-04-02,West,Hermes,Home,32.82,4.2
ORD-2027728,2024-04-03,West,GLS,Books,90.61,1.9
ORD-2028030,2024-04-03,Ost,DHL,Books,11.72,2.4
ORD-2024972,2024-04-03,West,DHL,Food,36.25,3.2
ORD-2028922,2024-04-03,West,DHL,Apparel,30.04,3.3
ORD-2028749,2024-04-03,Sued,DHL,Apparel,209.2,1.1
ORD-2028425,2024-04-03,Nord,UPS,Food,105.87,2.0
ORD-2025018,2024-04-03,Nord,DPD,Books,58.74,1.0
ORD-2028563,2024-04-03,Sued,DHL,Food,36.59,1.7
ORD-2024471,2024-04-03,Sued,DHL,Food,29.9,3.9
ORD-2027982,2024-04-03,Sued,Hermes,Books,12.89,2.8
ORD-2024519,2024-04-04,West,DHL,Home,263.4,2.6
ORD-2025019,2024-04-04,Zentral,DPD,Books,54.23,2.4
ORD-2028964,2024-04-04,Nord,DHL,Electronics,36.73,2.1
ORD-2024953,2024-04-04,Sued,DHL,Books,7.17,1.8
ORD-2026649,2024-04-04,Zentral,Hermes,Apparel,41.32,3.9
ORD-2026398,2024-04-04,Sued,DHL,Food,39.44,2.9
ORD-2024763,2024-04-04,Nord,GLS,Electronics,50.17,1.0
ORD-2024342,2024-04-04,Nord,DHL,Apparel,123.3,3.0
ORD-2025113,2024-04-04,Sued,Hermes,Home,108.79,6.5
ORD-2028247,2024-04-04,Nord,GLS,Home,64.98,3.9
ORD-2025798,2024-04-04,Nord,DHL,Home,65.56,1.8
ORD-2024827,2024-04-04,West,GLS,Books,22.2,2.5
ORD-2024546,2024-04-05,West,DHL,Electronics,21.18,3.1
ORD-2025501,2024-04-05,Sued,DHL,Books,39.79,3.0
ORD-2024192,2024-04-05,Nord,DHL,Food,61.08,2.3
ORD-2028189,2024-04-05,West,UPS,Books,33.16,2.3
ORD-2024493,2024-04-05,Nord,DHL,Electronics,91.81,3.4
ORD-2028794,2024-04-05,Zentral,DHL,Electronics,32.2,2.4
ORD-2025918,2024-04-05,Sued,GLS,Food,25.76,3.9
ORD-2028699,2024-04-05,West,DHL,Apparel,135.9,1.6
ORD-2026415,2024-04-05,Zentral,UPS,Books,25.38,2.6
ORD-2024449,2024-04-05,Sued,Hermes,Apparel,57.82,6.5
ORD-2027872,2024-04-05,West,DHL,Apparel,71.58,2.2
ORD-2027683,2024-04-05,West,DPD,Books,80.3,3.5
ORD-2024143,2024-04-05,Sued,DPD,Food,35.35,3.8
ORD-2025267,2024-04-05,Nord,DHL,Books,38.76,2.5
ORD-2024233,2024-04-06,Ost,DHL,Home,53.15,1.1
ORD-2026448,2024-04-06,Zentral,GLS,Food,75.31,2.6
ORD-2026523,2024-04-06,Ost,UPS,Food,19.24,2.7
ORD-2028533,2024-04-06,Sued,Hermes,Home,129.43,4.4
ORD-2026953,2024-04-06,Sued,DHL,Apparel,31.52,2.3
ORD-2025263,2024-04-06,West,DPD,Electronics,41.99,3.2
ORD-2025084,2024-04-06,Sued,DPD,Books,26.5,18.1
ORD-2028269,2024-04-06,Sued,DHL,Apparel,20.46,3.7
ORD-2024320,2024-04-06,West,Hermes,Apparel,53.45,2.3
ORD-2026916,2024-04-07,Zentral,DHL,Books,185.87,1.6
ORD-2025586,2024-04-07,Sued,DHL,Home,19.78,1.6
ORD-2025387,2024-04-07,West,GLS,Food,19.24,1.5
ORD-2024792,2024-04-07,Nord,DPD,Apparel,46.26,1.4
ORD-2028976,2024-04-07,Sued,Hermes,Home,192.0,5.2
ORD-2024737,2024-04-07,Zentral,Hermes,Apparel,84.27,3.8
ORD-2026905,2024-04-07,Ost,GLS,Apparel,21.52,3.3
ORD-2025478,2024-04-07,Ost,UPS,Food,84.9,2.2
ORD-2025332,2024-04-07,Sued,Hermes,Home,92.83,7.6
ORD-2026093,2024-04-07,Sued,Hermes,Food,23.83,1.9
ORD-2026903,2024-04-07,Nord,UPS,Home,55.25,2.6
ORD-2028367,2024-04-07,Sued,DHL,Apparel,40.06,3.6
ORD-2027860,2024-04-07,Sued,GLS,Apparel,122.12,5.8
ORD-2024229,2024-04-07,Sued,GLS,Food,108.6,5.6
ORD-2025358,2024-04-07,West,GLS,Electronics,23.81,3.5
ORD-2028319,2024-04-07,Sued,Hermes,Apparel,12.89,4.6
ORD-2024119,2024-04-08,Nord,Hermes,Home,33.45,5.4
ORD-2026440,2024-04-08,Sued,DPD,Home,29.27,2.3
ORD-2024271,2024-04-08,Zentral,GLS,Electronics,18.35,3.4
ORD-2024579,2024-04-08,Nord,Hermes,Home,19.84,4.9
ORD-2024288,2024-04-08,Zentral,DHL,Food,46.14,2.5
ORD-2024335,2024-04-08,Nord,DHL,Apparel,75.83,2.4
ORD-2024343,2024-04-08,Zentral,DHL,Apparel,113.19,2.5
ORD-2027464,2024-04-08,Sued,UPS,Home,39.61,2.4
ORD-2024256,2024-04-08,Sued,GLS,Apparel,31.86,1.0
ORD-2025568,2024-04-08,West,UPS,Electronics,138.77,3.7
ORD-2028070,2024-04-08,Sued,GLS,Electronics,54.3,1.0
ORD-2027354,2024-04-08,Nord,Hermes,Apparel,19.7,1.0
ORD-2028032,2024-04-08,Zentral,DPD,Home,21.95,2.1
ORD-2024544,2024-04-08,West,DPD,Apparel,60.98,3.9
ORD-2026926,2024-04-08,Sued,DHL,Electronics,256.89,1.8
ORD-2024739,2024-04-08,Ost,DHL,Apparel,20.15,3.9
ORD-2025724,2024-04-08,Ost,GLS,Books,18.15,5.5
ORD-2024568,2024-04-09,Ost,DHL,Apparel,92.99,1.0
ORD-2027702,2024-04-09,West,GLS,Electronics,17.37,5.7
ORD-2024012,2024-04-09,Nord,GLS,Home,58.65,3.6
ORD-2027758,2024-04-09,Nord,UPS,Apparel,17.8,2.5
ORD-2024477,2024-04-09,Sued,DHL,Food,55.55,2.9
ORD-2025942,2024-04-09,Sued,DHL,Books,26.24,3.0
ORD-2026821,2024-04-09,Zentral,DHL,Food,19.21,1.8
ORD-2027751,2024-04-09,Ost,GLS,Apparel,99.07,2.5
ORD-2027375,2024-04-09,Ost,DHL,Electronics,17.66,1.8
ORD-2024487,2024-04-09,Sued,GLS,Apparel,19.74,4.4
ORD-2028352,2024-04-09,Sued,DHL,Apparel,61.34,1.7
ORD-2028217,2024-04-09,West,DHL,Apparel,116.25,2.5
ORD-2026220,2024-04-09,Zentral,DHL,Food,30.28,3.2
ORD-2027104,2024-04-09,Nord,Hermes,Apparel,154.17,3.7
ORD-2026990,2024-04-10,Nord,Hermes,Home,41.99,2.6
ORD-2025425,2024-04-10,West,DHL,Apparel,78.85,2.8
ORD-2024933,2024-04-10,Nord,UPS,Food,61.36,1.1
ORD-2026993,2024-04-10,Zentral,GLS,Home,24.05,4.6
ORD-2027997,2024-04-10,Nord,DPD,Apparel,97.71,3.8
ORD-2026706,2024-04-10,Zentral,DHL,Apparel,16.64,2.4
ORD-2028009,2024-04-10,Zentral,DHL,Food,86.08,4.4
ORD-2027722,2024-04-10,Nord,DHL,Electronics,56.71,1.3
ORD-2024410,2024-04-10,Nord,DHL,Apparel,42.06,3.1
ORD-2024509,2024-04-10,West,DHL,Electronics,88.93,1.0
ORD-2024201,2024-04-10,Ost,UPS,Electronics,22.96,1.8
ORD-2027479,2024-04-10,Sued,GLS,Electronics,93.78,3.4
ORD-2025159,2024-04-10,Ost,GLS,Home,26.9,5.8
ORD-2026542,2024-04-10,Sued,DHL,Apparel,51.28,2.8
ORD-2024125,2024-04-10,Zentral,GLS,Electronics,25.73,3.4
ORD-2025013,2024-04-10,West,DHL,Home,30.97,2.2
ORD-2027736,2024-04-10,Sued,UPS,Apparel,51.73,1.4
ORD-2026454,2024-04-10,West,GLS,Books,47.63,3.8
ORD-2026366,2024-04-10,West,Hermes,Apparel,35.25,1.0
ORD-2025421,2024-04-11,West,DHL,Home,60.35,2.0
ORD-2027795,2024-04-11,West,DHL,Apparel,119.45,2.1
ORD-2027803,2024-04-11,Sued,Hermes,Apparel,77.84,5.0
ORD-2026299,2024-04-11,Ost,DHL,Electronics,55.4,2.1
ORD-2028492,2024-04-11,Zentral,DHL,Apparel,33.48,2.9
ORD-2027010,2024-04-11,Ost,Hermes,Home,168.38,2.4
ORD-2028177,2024-04-11,Sued,DHL,Books,31.73,2.7
ORD-2026262,2024-04-11,Nord,DHL,Apparel,62.62,1.6
ORD-2027116,2024-04-11,Nord,DHL,Electronics,31.21,2.7
ORD-2027897,2024-04-11,Ost,DHL,Food,67.27,1.3
ORD-2027512,2024-04-11,West,DHL,Home,51.44,2.6
ORD-2026118,2024-04-11,Sued,GLS,Books,40.55,5.3
ORD-2026096,2024-04-11,West,Hermes,Apparel,60.42,4.2
ORD-2026094,2024-04-11,Ost,DHL,Food,174.42,3.2
ORD-2025805,2024-04-11,Nord,GLS,Electronics,117.93,2.6
ORD-2028619,2024-04-12,Zentral,DHL,Electronics,30.76,2.3
ORD-2025470,2024-04-12,Zentral,Hermes,Electronics,168.49,3.9
ORD-2026451,2024-04-12,Nord,DHL,Apparel,6.52,4.0
ORD-2028092,2024-04-12,Zentral,DHL,Home,65.57,4.3
ORD-2028127,2024-04-12,West,DPD,Apparel,49.3,4.6
ORD-2025830,2024-04-12,Ost,DHL,Books,22.83,4.4
ORD-2027286,2024-04-12,Ost,UPS,Electronics,19.63,1.5
ORD-2024000,2024-04-12,Sued,Hermes,Apparel,53.38,1.6
ORD-2024416,2024-04-12,Nord,DHL,Food,175.72,1.8
ORD-2024007,2024-04-12,Zentral,DPD,Food,19.61,1.7
ORD-2024786,2024-04-12,West,DHL,Electronics,29.27,3.1
ORD-2026974,2024-04-13,Zentral,DHL,Electronics,81.19,2.9
ORD-2028902,2024-04-13,Ost,DHL,Apparel,138.22,2.7
ORD-2025139,2024-04-13,Nord,DHL,Books,25.7,2.8
ORD-2024283,2024-04-13,Zentral,DHL,Apparel,80.1,1.4
ORD-2025136,2024-04-13,Sued,Hermes,Apparel,34.56,7.5
ORD-2028187,2024-04-13,Zentral,DHL,Apparel,25.88,2.6
ORD-2028808,2024-04-13,Nord,DHL,Books,82.3,1.0
ORD-2025070,2024-04-13,West,DPD,Books,102.11,2.1
ORD-2024368,2024-04-13,Zentral,GLS,Home,103.53,2.7
ORD-2028744,2024-04-13,Sued,Hermes,Electronics,17.31,2.0
ORD-2027594,2024-04-13,Sued,DPD,Apparel,37.0,2.1
ORD-2027820,2024-04-13,Nord,Hermes,Apparel,157.32,7.8
ORD-2027857,2024-04-13,Nord,UPS,Books,23.72,2.5
ORD-2027868,2024-04-13,West,DHL,Electronics,68.16,3.2
ORD-2025069,2024-04-13,Sued,DHL,Apparel,29.22,3.2
ORD-2025412,2024-04-13,West,DHL,Electronics,50.2,2.5
ORD-2027467,2024-04-13,Sued,DHL,Home,41.91,4.0
ORD-2028558,2024-04-13,West,DHL,Electronics,36.46,2.3
ORD-2025056,2024-04-13,West,Hermes,Books,63.72,3.7
ORD-2026678,2024-04-13,Ost,DPD,Apparel,32.8,1.9
ORD-2026328,2024-04-13,Nord,DHL,Home,64.01,2.1
ORD-2024531,2024-04-14,Nord,Hermes,Food,81.92,7.6
ORD-2026514,2024-04-14,Zentral,DHL,Home,44.32,2.3
ORD-2028058,2024-04-14,West,DHL,Apparel,19.9,3.0
ORD-2027315,2024-04-14,Nord,UPS,Apparel,14.42,2.2
ORD-2025588,2024-04-14,Nord,GLS,Apparel,109.89,1.5
ORD-2026581,2024-04-14,West,GLS,Food,97.23,3.9
ORD-2025919,2024-04-14,Ost,UPS,Apparel,30.33,2.7
ORD-2024738,2024-04-14,Nord,DPD,Electronics,11.76,2.7
ORD-2027251,2024-04-15,Zentral,GLS,Home,48.3,1.0
ORD-2024803,2024-04-15,Zentral,UPS,Food,10.06,1.2
ORD-2026836,2024-04-15,West,UPS,Home,97.48,1.5
ORD-2025838,2024-04-15,Ost,Hermes,Home,55.56,4.7
ORD-2024065,2024-04-15,West,DPD,Food,48.95,1.5
ORD-2026170,2024-04-15,Zentral,DHL,Electronics,29.37,2.5
ORD-2026845,2024-04-15,Zentral,DHL,Food,52.2,3.0
ORD-2025148,2024-04-15,Zentral,DHL,Home,7.74,2.3
ORD-2028381,2024-04-15,Sued,Hermes,Electronics,53.09,5.2
ORD-2026314,2024-04-15,Sued,UPS,Electronics,10.08,1.6
ORD-2024428,2024-04-15,Nord,Hermes,Food,117.44,4.6
ORD-2028698,2024-04-16,West,GLS,Books,46.45,3.7
ORD-2027972,2024-04-16,Ost,DPD,Apparel,110.86,4.3
ORD-2028465,2024-04-16,Nord,DHL,Books,18.26,3.1
ORD-2026992,2024-04-16,Nord,DHL,Apparel,76.33,2.6
ORD-2024867,2024-04-16,Ost,DHL,Apparel,190.32,4.2
ORD-2027698,2024-04-16,Nord,DHL,Books,119.82,2.7
ORD-2024003,2024-04-16,Sued,GLS,Books,23.63,2.4
ORD-2025992,2024-04-16,West,Hermes,Books,241.44,5.8
ORD-2027352,2024-04-16,Sued,DHL,Food,26.4,4.0
ORD-2026854,2024-04-16,Sued,UPS,Apparel,58.71,1.8
ORD-2026792,2024-04-16,Zentral,Hermes,Electronics,588.37,2.9
ORD-2026146,2024-04-16,Sued,Hermes,Books,63.8,5.6
ORD-2028444,2024-04-16,West,DHL,Apparel,12.43,1.9
ORD-2025554,2024-04-16,West,DPD,Home,31.71,2.8
ORD-2027504,2024-04-17,Ost,Hermes,Food,137.29,4.3
ORD-2026002,2024-04-17,Nord,DHL,Apparel,146.52,2.6
ORD-2026181,2024-04-17,Sued,DHL,Food,61.06,2.6
ORD-2027056,2024-04-17,Ost,Hermes,Apparel,42.7,3.9
ORD-2024414,2024-04-17,Nord,DHL,Home,228.09,1.5
ORD-2027935,2024-04-17,Sued,DPD,Apparel,43.12,4.4
ORD-2028561,2024-04-17,Zentral,UPS,Home,37.27,2.0
ORD-2027966,2024-04-17,Ost,GLS,Apparel,30.5,4.1
ORD-2028337,2024-04-17,Nord,GLS,Food,47.87,1.0
ORD-2024165,2024-04-17,Sued,Hermes,Electronics,35.63,5.6
ORD-2025491,2024-04-17,Ost,DHL,Food,52.2,4.3
ORD-2026231,2024-04-17,West,DPD,Electronics,40.0,4.6
ORD-2026664,2024-04-17,Sued,Hermes,Home,157.5,3.3
ORD-2025475,2024-04-17,Ost,DPD,Electronics,25.79,13.9
ORD-2027277,2024-04-17,Nord,UPS,Home,50.54,1.9
ORD-2025419,2024-04-17,West,DHL,Apparel,9.82,2.9
ORD-2026266,2024-04-18,Sued,DHL,Apparel,19.98,3.0
ORD-2028211,2024-04-18,West,DHL,Electronics,254.2,1.0
ORD-2025331,2024-04-18,West,DHL,Electronics,51.91,2.5
ORD-2028073,2024-04-18,West,GLS,Apparel,18.86,3.3
ORD-2028500,2024-04-18,West,DHL,Books,115.59,2.5
ORD-2028087,2024-04-18,West,GLS,Home,23.96,3.6
ORD-2026548,2024-04-18,Sued,DHL,Apparel,69.51,1.0
ORD-2027759,2024-04-18,Ost,Hermes,Food,48.1,8.2
ORD-2026749,2024-04-18,West,DHL,Apparel,29.26,2.0
ORD-2027004,2024-04-18,Ost,Hermes,Home,133.88,4.2
ORD-2024922,2024-04-18,West,DHL,Electronics,25.05,2.6
ORD-2027228,2024-04-18,Nord,Hermes,Electronics,117.36,2.3
ORD-2027281,2024-04-18,Nord,Hermes,Electronics,42.58,5.4
ORD-2028538,2024-04-18,West,DHL,Books,152.02,2.9
ORD-2024586,2024-04-18,Sued,GLS,Home,50.56,2.3
ORD-2027434,2024-04-18,West,DHL,Books,16.8,2.1
ORD-2027448,2024-04-18,Zentral,Hermes,Food,33.47,1.0
ORD-2028527,2024-04-19,Sued,DHL,Food,55.64,2.4
ORD-2028997,2024-04-19,Nord,DHL,Apparel,10.28,2.7
ORD-2025161,2024-04-19,Zentral,Hermes,Apparel,111.47,1.0
ORD-2026401,2024-04-19,West,DHL,Electronics,22.77,2.5
ORD-2027120,2024-04-19,Sued,GLS,Food,102.22,2.4
ORD-2026121,2024-04-19,Nord,UPS,Apparel,57.65,2.5
ORD-2027155,2024-04-19,Nord,DPD,Apparel,28.08,3.7
ORD-2028775,2024-04-19,Ost,Hermes,Apparel,19.87,4.3
ORD-2028866,2024-04-19,Ost,UPS,Books,28.23,1.9
ORD-2026569,2024-04-20,Zentral,DHL,Electronics,83.3,1.0
ORD-2026709,2024-04-20,West,Hermes,Electronics,41.54,5.1
ORD-2027623,2024-04-20,Ost,DHL,Home,95.33,1.6
ORD-2024896,2024-04-20,West,GLS,Food,26.85,2.6
ORD-2025954,2024-04-20,West,DPD,Apparel,45.65,3.7
ORD-2028409,2024-04-20,Nord,DPD,Home,74.57,3.2
ORD-2024822,2024-04-20,Sued,GLS,Food,99.25,2.9
ORD-2027802,2024-04-20,Nord,DHL,Electronics,102.58,2.2
ORD-2026668,2024-04-20,Zentral,DPD,Apparel,87.96,4.5
ORD-2028173,2024-04-20,West,GLS,Electronics,72.43,1.0
ORD-2025138,2024-04-20,West,DHL,Electronics,35.75,2.4
ORD-2027460,2024-04-20,Zentral,UPS,Apparel,106.03,2.7
ORD-2024928,2024-04-20,Zentral,DPD,Apparel,64.45,2.3
ORD-2024926,2024-04-20,Ost,DPD,Food,7.85,3.2
ORD-2025857,2024-04-20,West,Hermes,Books,104.19,5.3
ORD-2024924,2024-04-20,Ost,DPD,Books,11.75,13.6
ORD-2027846,2024-04-20,Ost,DHL,Books,15.08,1.9
ORD-2025078,2024-04-20,Ost,UPS,Home,21.33,3.5
ORD-2025389,2024-04-20,Zentral,DPD,Home,134.9,3.6
ORD-2026503,2024-04-21,Zentral,DHL,Books,32.83,1.8
ORD-2028091,2024-04-21,West,DHL,Apparel,28.06,4.1
ORD-2024778,2024-04-21,Nord,DPD,Home,150.68,5.2
ORD-2028555,2024-04-21,Zentral,DHL,Electronics,88.17,8.5
ORD-2024287,2024-04-21,Sued,UPS,Apparel,16.98,2.0
ORD-2025284,2024-04-21,Zentral,DHL,Electronics,43.8,2.3
ORD-2028146,2024-04-21,Zentral,DPD,Apparel,109.07,1.3
ORD-2026912,2024-04-21,Zentral,GLS,Books,67.65,4.5
ORD-2024261,2024-04-21,West,DHL,Books,122.29,3.7
ORD-2024947,2024-04-21,Ost,DHL,Home,41.34,3.3
ORD-2026688,2024-04-21,Sued,GLS,Apparel,54.25,3.5
ORD-2027709,2024-04-21,Ost,UPS,Apparel,113.7,2.1
ORD-2028908,2024-04-21,West,UPS,Food,54.65,1.1
ORD-2028262,2024-04-22,Zentral,GLS,Apparel,16.1,3.3
ORD-2024282,2024-04-22,Sued,Hermes,Apparel,75.34,5.3
ORD-2026793,2024-04-22,Ost,DHL,Electronics,14.08,2.6
ORD-2024205,2024-04-22,West,Hermes,Food,51.29,2.1
ORD-2027399,2024-04-22,Nord,DHL,Electronics,138.92,4.4
ORD-2026513,2024-04-22,Ost,DHL,Electronics,32.93,2.6
ORD-2025232,2024-04-22,Zentral,DPD,Apparel,39.45,3.2
ORD-2028033,2024-04-22,Nord,DHL,Food,27.69,2.1
ORD-2027571,2024-04-22,Nord,GLS,Books,137.98,2.5
ORD-2025673,2024-04-22,Ost,DHL,Books,43.82,1.7
ORD-2028877,2024-04-22,Zentral,DHL,Food,43.91,2.8
ORD-2024988,2024-04-22,Zentral,UPS,Food,6.63,2.3
ORD-2025381,2024-04-22,Zentral,UPS,Electronics,22.65,2.3
ORD-2026766,2024-04-22,West,Hermes,Apparel,11.45,4.8
ORD-2027307,2024-04-22,Nord,Hermes,Books,70.9,4.2
ORD-2026615,2024-04-22,Zentral,GLS,Food,71.55,4.0
ORD-2024200,2024-04-22,Sued,DHL,Books,58.01,2.2
ORD-2026761,2024-04-22,Zentral,DHL,Apparel,83.8,3.0
ORD-2024195,2024-04-22,West,DHL,Electronics,94.13,2.9
ORD-2024202,2024-04-22,West,DHL,Food,84.51,2.5
ORD-2024876,2024-04-22,Nord,DHL,Home,49.68,2.4
ORD-2025613,2024-04-23,Zentral,Hermes,Books,6.32,3.6
ORD-2026059,2024-04-23,Zentral,DHL,Home,79.94,1.2
ORD-2026348,2024-04-23,Sued,DHL,Apparel,18.06,2.3
ORD-2024361,2024-04-23,Zentral,DHL,Home,25.1,3.3
ORD-2025233,2024-04-23,Nord,GLS,Food,44.93,4.4
ORD-2026984,2024-04-23,Zentral,DPD,Home,86.75,4.2
ORD-2027546,2024-04-23,Sued,Hermes,Apparel,39.64,4.0
ORD-2028838,2024-04-23,Sued,DHL,Home,6.76,1.0
ORD-2026609,2024-04-23,Zentral,GLS,Food,64.96,3.0
ORD-2024534,2024-04-23,West,DHL,Books,35.85,3.2
ORD-2028255,2024-04-23,West,DHL,Apparel,39.43,2.4
ORD-2028463,2024-04-23,Ost,GLS,Books,86.66,2.1
ORD-2028047,2024-04-23,Sued,UPS,Apparel,24.38,2.5
ORD-2026327,2024-04-24,Ost,DHL,Food,42.45,2.1
ORD-2025114,2024-04-24,Zentral,Hermes,Books,34.7,19.0
ORD-2027094,2024-04-24,West,DHL,Home,44.79,2.6
ORD-2024530,2024-04-24,Zentral,Hermes,Books,287.91,2.5
ORD-2025619,2024-04-24,West,DHL,Electronics,46.22,2.1
ORD-2028572,2024-04-24,Sued,DHL,Electronics,261.92,2.7
ORD-2025316,2024-04-24,Zentral,DPD,Books,15.9,1.7
ORD-2024280,2024-04-25,Sued,DPD,Home,48.01,1.0
ORD-2028941,2024-04-25,West,DHL,Home,108.36,2.9
ORD-2028671,2024-04-25,Sued,UPS,Apparel,48.56,2.8
ORD-2028109,2024-04-25,Sued,UPS,Electronics,47.37,3.0
ORD-2026765,2024-04-25,Sued,DHL,Home,50.07,3.1
ORD-2026942,2024-04-25,Ost,DPD,Electronics,25.8,3.9
ORD-2028086,2024-04-25,Zentral,DPD,Electronics,131.06,1.9
ORD-2025828,2024-04-25,Ost,UPS,Electronics,81.47,2.7
ORD-2028041,2024-04-25,Nord,DHL,Books,104.42,4.1
ORD-2024345,2024-04-25,Sued,DHL,Food,38.33,3.1
ORD-2028052,2024-04-25,Ost,DHL,Home,37.26,2.9
ORD-2024177,2024-04-25,West,DHL,Electronics,124.82,2.9
ORD-2026304,2024-04-25,West,DPD,Food,31.78,3.5
ORD-2027531,2024-04-25,West,Hermes,Home,36.34,16.6
ORD-2026463,2024-04-25,West,DPD,Home,40.9,3.0
ORD-2027395,2024-04-25,West,DHL,Books,34.8,2.6
ORD-2025349,2024-04-26,Sued,UPS,Apparel,37.05,2.6
ORD-2025461,2024-04-26,Zentral,GLS,Home,292.06,4.7
ORD-2024439,2024-04-26,West,DHL,Food,55.18,2.4
ORD-2026887,2024-04-26,Ost,DHL,Apparel,94.37,1.6
ORD-2024653,2024-04-26,West,DHL,Food,53.36,3.1
ORD-2027085,2024-04-26,West,DHL,Food,43.73,8.5
ORD-2026149,2024-04-26,Sued,DPD,Books,224.05,3.0
ORD-2026407,2024-04-26,Sued,DPD,Apparel,18.86,1.7
ORD-2028029,2024-04-26,West,UPS,Electronics,37.33,2.3
ORD-2028631,2024-04-26,Sued,DHL,Apparel,9.25,2.8
ORD-2025172,2024-04-26,West,DHL,Home,237.2,2.1
ORD-2025921,2024-04-26,Sued,Hermes,Apparel,51.03,1.9
ORD-2026129,2024-04-26,West,Hermes,Apparel,15.24,4.8
ORD-2026753,2024-04-26,Ost,DHL,Home,27.56,2.3
ORD-2026498,2024-04-26,West,DHL,Books,29.21,2.3
ORD-2025787,2024-04-26,Sued,DHL,Books,161.02,3.8
ORD-2027329,2024-04-26,Nord,UPS,Apparel,162.73,2.0
ORD-2027484,2024-04-26,Sued,DHL,Home,55.46,2.9
ORD-2026198,2024-04-27,West,DPD,Food,14.85,2.0
ORD-2025095,2024-04-27,Ost,DHL,Electronics,5.91,1.5
ORD-2025974,2024-04-27,Sued,DPD,Apparel,54.76,4.5
ORD-2024451,2024-04-27,Zentral,DPD,Apparel,127.1,2.4
ORD-2027630,2024-04-27,West,DHL,Food,44.31,2.9
ORD-2024769,2024-04-27,West,Hermes,Electronics,57.77,4.9
ORD-2025207,2024-04-27,Nord,DHL,Home,15.13,2.4
ORD-2027784,2024-04-27,Ost,DHL,Food,44.26,3.1
ORD-2027322,2024-04-27,West,Hermes,Home,18.13,1.0
ORD-2028585,2024-04-27,Ost,DHL,Books,31.45,2.5
ORD-2024982,2024-04-27,Ost,Hermes,Apparel,38.66,2.6
ORD-2026771,2024-04-27,Ost,DHL,Home,33.48,2.0
ORD-2028542,2024-04-27,West,GLS,Home,37.87,3.7
ORD-2028274,2024-04-27,Sued,Hermes,Apparel,10.84,3.3
ORD-2027374,2024-04-27,Zentral,Hermes,Food,48.82,3.1
ORD-2028914,2024-04-27,Nord,GLS,Electronics,6.74,4.1
ORD-2026329,2024-04-27,Ost,Hermes,Apparel,22.26,4.5
ORD-2026796,2024-04-27,Nord,GLS,Electronics,54.59,1.0
ORD-2024971,2024-04-27,Sued,Hermes,Apparel,82.99,3.9
ORD-2028645,2024-04-27,Nord,Hermes,Apparel,79.29,4.0
ORD-2026659,2024-04-27,Zentral,DPD,Home,14.18,1.6
ORD-2026584,2024-04-28,Sued,DPD,Apparel,43.2,1.2
ORD-2024905,2024-04-28,Sued,DPD,Apparel,41.42,2.1
ORD-2026726,2024-04-28,Nord,DHL,Apparel,34.93,1.5
ORD-2026619,2024-04-28,Nord,DHL,Apparel,89.51,3.4
ORD-2028960,2024-04-28,Sued,DPD,Apparel,44.52,4.4
ORD-2025295,2024-04-28,Ost,DPD,Books,18.61,4.5
ORD-2026011,2024-04-28,Nord,DHL,Home,77.08,3.1
ORD-2027668,2024-04-28,Ost,DHL,Apparel,148.88,3.5
ORD-2026057,2024-04-28,Ost,DPD,Home,12.12,4.1
ORD-2028969,2024-04-28,Zentral,DHL,Apparel,69.25,3.6
ORD-2027869,2024-04-28,Ost,DHL,Books,44.86,2.2
ORD-2027816,2024-04-28,Sued,DPD,Books,105.74,3.9
