product_id,category,weight_kg,volume_l,price_eur,margin_pct,monthly_sales,return_rate_pct,shipping_cost_eur,rating,restock_days
P-HO0055,Home,4.76,6.3,88.39,13.5,185.0,0.1,8.75,3.93,12.0
P-BO0013,Books,0.3,0.46,7.36,26.5,999.0,0.8,2.73,3.92,9.0
P-AP0053,Apparel,0.24,0.89,35.95,17.7,536.0,18.8,2.47,3.55,9.0
P-EL0048,Electronics,1.63,4.04,575.35,4.0,86.0,7.8,5.19,3.78,17.0
P-HO0008,Home,6.62,10.34,112.62,6.5,292.0,7.9,10.12,4.35,17.0
P-HO0087,Home,7.11,10.17,58.05,11.8,815.0,6.5,12.75,4.6,13.0
P-EL0001,Electronics,0.75,2.0,316.07,4.0,108.0,8.3,3.17,3.82,15.0
P-HO0069,Home,7.23,16.52,64.72,10.5,293.0,6.8,14.5,4.18,12.0
P-HO0065,Home,6.98,14.53,65.32,17.9,451.0,8.3,13.02,3.51,14.0
P-BO0022,Books,0.23,0.51,10.82,25.3,901.0,0.0,2.7,4.58,6.0
P-FO0012,Food,1.39,2.39,9.72,22.5,921.0,0.5,4.67,4.11,4.0
P-EL0095,Electronics,0.63,0.86,193.17,7.0,214.0,4.9,2.52,3.95,27.0
P-FO0058,Food,1.2,2.43,10.19,21.6,881.0,1.9,5.18,3.86,3.0
P-FO0085,Food,2.03,2.54,12.27,20.5,684.0,1.3,6.1,3.9,3.0
P-BO0046,Books,0.8,1.22,34.14,18.8,651.0,1.0,3.53,3.89,10.0
P-AP0016,Apparel,0.76,1.4,70.82,5.2,303.0,40.3,2.88,4.61,9.0
P-EL0045,Electronics,1.32,2.1,107.55,4.0,146.0,5.6,4.03,4.41,23.0
P-AP0061,Apparel,0.42,1.18,38.91,16.4,629.0,16.1,3.09,3.28,8.0
P-BO0081,Books,0.37,0.87,33.4,12.5,290.0,2.9,3.07,4.44,11.0
P-AP0017,Apparel,0.51,0.84,38.95,7.0,520.0,30.2,3.87,2.7,9.0
P-HO0088,Home,3.22,4.55,54.42,22.1,536.0,7.5,7.65,4.09,19.0
P-EL0077,Electronics,1.29,2.43,115.35,4.0,155.0,9.2,4.51,4.09,20.0
P-BO0088,Books,0.39,0.62,19.67,20.7,532.0,1.5,1.68,4.11,6.0
P-EL0063,Electronics,1.56,2.2,144.15,4.0,95.0,4.0,4.14,4.31,21.0
P-BO0089,Books,0.41,0.67,31.31,21.2,313.0,0.8,2.44,3.98,6.0
P-BO0085,Books,0.52,1.03,15.05,24.7,405.0,3.2,3.33,4.52,11.0
P-HO0030,Home,9.1,9.78,118.13,9.8,270.0,3.0,12.75,4.56,14.0
P-HO0097,Home,7.97,13.96,50.74,14.5,305.0,4.6,12.72,4.14,15.0
P-AP0086,Apparel,0.21,0.25,39.65,10.6,700.0,29.2,1.5,3.27,13.0
P-BO0034,Books,0.49,1.03,13.31,26.8,562.0,1.4,3.05,3.5,8.0
P-AP0099,Apparel,0.58,1.51,29.47,13.8,316.0,12.3,2.5,3.95,9.0
P-FO0049,Food,1.84,4.9,8.68,24.9,756.0,0.0,6.6,4.33,3.0
P-AP0021,Apparel,0.27,0.54,45.06,20.3,348.0,20.3,1.5,3.72,7.0
P-FO0064,Food,1.67,2.94,6.04,26.3,833.0,0.8,4.26,3.1,4.0
P-FO0029,Food,2.39,4.63,7.65,22.8,809.0,0.2,6.61,3.3,2.0
P-BO0007,Books,0.14,0.14,18.14,24.9,648.0,2.4,2.87,4.8,8.0
P-FO0057,Food,4.26,5.24,12.05,27.0,888.0,2.1,8.65,3.89,3.0
P-AP0058,Apparel,0.4,0.75,16.88,28.0,548.0,36.6,3.39,3.71,7.0
P-EL0085,Electronics,1.49,4.26,149.06,4.8,179.0,11.2,4.7,3.99,23.0
P-HO0025,Home,8.8,11.08,38.85,16.8,496.0,6.2,14.79,4.28,13.0
P-HO0062,Home,12.27,20.37,78.07,17.1,320.0,4.2,20.27,4.61,13.0
P-BO0031,Books,0.28,0.67,25.49,20.9,435.0,3.8,2.66,4.66,7.0
P-FO0090,Food,2.49,3.88,7.38,27.1,1686.0,1.9,5.49,4.15,4.0
P-EL0076,Electronics,0.99,2.86,132.65,7.9,303.0,9.5,5.76,3.42,21.0
P-BO0086,Books,0.5,1.05,19.58,15.5,429.0,0.4,3.0,4.42,5.0
P-BO0071,Books,0.65,0.95,17.62,21.6,795.0,1.6,2.04,3.93,8.0
P-EL0087,Electronics,1.21,1.5,183.82,8.8,187.0,3.8,4.86,3.93,19.0
P-FO0099,Food,1.04,1.84,13.64,17.3,621.0,1.3,3.64,3.5,3.0
P-AP0082,Apparel,0.44,0.91,32.67,9.0,443.0,22.9,3.3,3.4,4.0
P-AP0005,Apparel,1.01,2.02,59.56,10.8,152.0,27.7,4.16,4.16,15.0
P-BO0096,Books,0.64,1.55,11.09,28.9,447.0,2.5,2.69,4.5,6.0
P-EL0049,Electronics,1.24,2.33,112.66,15.6,270.0,7.7,3.86,3.54,26.0
P-BO0078,Books,0.62,0.86,14.1,17.1,829.0,1.1,2.38,4.59,8.0
P-EL0005,Electronics,0.67,1.13,176.53,4.0,151.0,4.6,3.58,3.57,27.0
P-EL0017,Electronics,0.78,1.41,307.33,4.0,165.0,4.2,3.56,4.32,22.0
P-HO0034,Home,8.43,10.12,73.26,9.0,230.0,3.9,13.16,3.94,18.0
P-FO0045,Food,0.93,1.49,4.72,28.5,764.0,0.0,3.54,4.26,2.0
P-BO0094,Books,0.82,1.21,14.82,29.1,631.0,1.3,3.77,4.72,6.0
P-AP0006,Apparel,0.36,0.8,26.16,15.6,384.0,24.1,1.5,3.85,9.0
P-AP0034,Apparel,0.46,0.71,42.13,16.9,506.0,23.9,4.27,3.75,9.0
P-FO0001,Food,5.34,7.36,8.89,27.5,1007.0,1.1,8.19,4.57,3.0
P-HO0026,Home,9.57,14.47,87.76,20.0,297.0,0.0,17.35,4.07,19.0
P-HO0014,Home,7.02,18.05,132.24,10.7,154.0,6.1,15.61,4.03,8.0
P-AP0090,Apparel,0.59,0.89,83.04,12.2,231.0,16.9,2.07,3.52,6.0
P-FO0039,Food,0.98,1.53,11.21,29.4,661.0,1.3,4.07,3.96,2.0
P-BO0020,Books,0.54,0.61,13.48,17.5,756.0,3.7,1.78,4.03,6.0
P-HO0082,Home,5.29,9.62,44.12,7.8,630.0,1.6,10.48,4.03,17.0
P-EL0029,Electronics,1.46,1.99,160.45,5.5,206.0,10.1,2.52,3.39,7.0
P-AP0069,Apparel,0.41,0.71,38.91,18.4,638.0,7.5,1.7,3.64,17.0
P-AP0080,Apparel,0.49,0.95,26.54,23.1,831.0,25.7,3.81,2.91,12.0
P-AP0000,Apparel,0.48,0.84,70.72,7.2,331.0,31.7,2.53,3.44,7.0
P-AP0097,Apparel,0.42,0.88,31.06,14.7,475.0,12.6,3.06,4.92,10.0
P-HO0009,Home,10.02,20.54,89.91,11.9,238.0,5.6,18.03,3.85,9.0
P-AP0035,Apparel,0.52,0.94,75.34,8.9,598.0,21.3,2.33,4.16,12.0
P-FO0069,Food,1.91,4.32,15.03,17.6,301.0,1.4,5.3,4.4,2.0
P-FO0027,Food,1.19,2.58,13.16,16.8,846.0,0.7,5.54,4.3,2.0
P-AP0098,Apparel,0.42,1.02,81.5,7.0,362.0,27.8,4.04,2.76,9.0
P-BO0073,Books,0.46,0.47,14.25,25.1,673.0,1.5,2.38,4.32,7.0
P-AP0066,Apparel,0.36,0.47,120.26,5.9,151.0,11.5,1.87,3.97,7.0
P-FO0020,Food,2.09,3.81,17.61,22.1,669.0,0.5,6.55,3.77,4.0
P-AP0036,Apparel,0.24,0.58,46.12,15.1,492.0,18.4,3.14,2.94,7.0
P-HO0085,Home,7.33,12.09,95.52,10.7,302.0,3.6,12.95,4.48,14.0
P-BO0035,Books,0.42,0.73,6.02,29.2,528.0,2.7,2.63,4.28,5.0
P-AP0031,Apparel,0.49,0.94,40.51,11.3,307.0,14.4,3.18,3.44,10.0
P-EL0039,Electronics,1.61,6.94,145.65,10.5,225.0,4.0,6.44,3.01,19.0
P-HO0015,Home,5.28,3.81,74.61,11.1,316.0,5.8,9.23,3.72,12.0
P-EL0043,Electronics,1.33,2.6,100.1,12.0,408.0,5.5,4.43,3.15,21.0
P-EL0054,Electronics,0.97,1.72,163.18,11.7,182.0,5.8,4.09,4.79,22.0
P-FO0073,Food,0.75,1.6,7.39,32.8,1247.0,0.4,4.73,4.89,4.0
P-HO0099,Home,4.01,14.01,129.79,5.6,190.0,6.3,11.57,4.44,11.0
P-FO0054,Food,2.38,4.01,12.45,23.0,839.0,0.4,5.19,3.63,3.0
P-BO0004,Books,0.55,0.77,15.28,20.6,635.0,2.5,5.12,3.37,7.0
P-EL0035,Electronics,1.99,2.65,138.56,4.0,163.0,7.7,4.72,4.02,16.0
P-BO0015,Books,0.52,0.79,39.18,13.7,591.0,2.6,3.54,4.08,6.0
P-BO0009,Books,0.48,0.57,22.37,22.3,434.0,1.3,2.51,4.06,5.0
P-HO0076,Home,9.03,9.21,69.04,14.5,211.0,6.1,12.12,3.61,19.0
P-AP0024,Apparel,0.37,0.35,41.8,12.0,477.0,23.5,2.36,3.72,13.0
P-AP0042,Apparel,0.5,1.11,20.21,26.7,697.0,10.6,3.2,2.8,11.0
P-AP0010,Apparel,0.29,0.35,81.58,15.1,196.0,18.6,2.63,3.86,9.0
P-BO0023,Books,0.54,0.72,13.91,19.2,808.0,0.0,3.48,3.66,4.0
P-BO0032,Books,1.09,2.62,28.84,12.9,533.0,0.7,2.78,3.93,9.0
P-BO0093,Books,0.4,0.58,46.83,11.8,274.0,2.7,2.03,4.16,8.0
P-FO0035,Food,1.01,1.59,13.43,23.2,713.0,0.5,4.08,3.71,4.0
P-AP0007,Apparel,0.23,0.36,32.75,13.5,762.0,27.3,2.5,3.64,11.0
P-FO0042,Food,1.73,1.86,13.51,19.0,665.0,1.2,3.67,4.04,3.0
P-EL0012,Electronics,1.24,1.86,182.22,13.7,128.0,6.3,2.97,3.51,22.0
P-HO0072,Home,4.93,9.15,31.73,16.1,626.0,4.7,10.07,4.67,12.0
P-EL0047,Electronics,1.33,2.29,375.3,4.8,77.0,3.4,2.98,4.26,25.0
P-HO0003,Home,5.41,9.36,77.42,15.0,379.0,4.0,9.85,4.24,15.0
P-FO0024,Food,1.75,3.05,10.52,23.9,522.0,1.6,4.36,3.65,2.0
P-AP0019,Apparel,0.17,0.37,30.3,22.8,777.0,22.2,1.5,3.31,7.0
P-EL0021,Electronics,0.88,1.68,198.33,5.5,113.0,3.7,3.6,4.53,29.0
P-FO0002,Food,0.96,1.39,10.99,17.5,777.0,0.3,3.93,3.77,2.0
P-EL0083,Electronics,1.01,2.54,215.88,4.0,172.0,3.2,3.63,4.44,15.0
P-AP0030,Apparel,0.4,1.03,31.47,15.1,261.0,19.8,3.31,3.16,10.0
P-FO0079,Food,1.87,1.91,13.51,25.5,563.0,0.3,3.88,3.5,3.0
P-BO0029,Books,0.28,1.08,15.89,22.5,733.0,0.3,2.65,4.45,7.0
P-HO0029,Home,5.87,13.16,57.82,17.9,406.0,7.2,13.37,3.71,14.0
P-FO0091,Food,1.73,4.96,6.82,22.3,786.0,1.7,4.39,4.64,2.0
P-HO0086,Home,4.03,7.69,67.38,12.3,428.0,1.4,8.59,4.11,8.0
P-AP0023,Apparel,0.31,0.67,40.95,18.9,257.0,33.5,2.58,3.96,15.0
P-EL0033,Electronics,0.83,1.4,291.58,4.0,57.0,7.2,2.08,3.87,19.0
P-FO0071,Food,2.28,2.74,7.96,26.4,710.0,1.5,4.46,3.8,2.0
P-EL0004,Electronics,0.5,0.68,79.27,11.5,362.0,0.0,2.44,4.57,28.0
P-FO0011,Food,1.28,2.81,10.62,33.5,778.0,1.5,4.54,4.09,3.0
P-EL0019,Electronics,1.17,1.97,136.26,4.0,328.0,10.2,4.96,3.44,15.0
P-HO0019,Home,5.78,6.7,84.7,14.5,172.0,4.4,8.12,3.24,20.0
P-BO0079,Books,0.32,0.64,45.16,19.3,483.0,1.5,2.52,4.08,5.0
P-FO0096,Food,1.31,1.44,6.94,30.4,930.0,1.2,3.7,4.1,3.0
P-FO0019,Food,1.6,3.13,10.64,25.4,712.0,0.4,4.46,5.0,4.0
P-BO0056,Books,0.67,1.18,22.26,17.6,1473.0,1.2,2.78,4.18,7.0
P-AP0049,Apparel,0.08,0.16,67.95,6.5,321.0,17.1,2.6,3.44,12.0
P-HO0024,Home,4.38,7.75,41.06,15.6,302.0,0.0,8.92,4.95,12.0
P-HO0047,Home,3.93,5.39,85.43,15.1,221.0,3.4,7.3,4.94,12.0
P-FO0040,Food,0.89,1.0,6.9,26.9,793.0,0.9,3.38,3.17,3.0
P-AP0051,Apparel,0.49,0.83,66.14,18.9,413.0,26.2,2.42,4.15,8.0
P-FO0078,Food,1.32,2.33,7.13,29.2,665.0,0.0,3.94,3.89,4.0
P-BO0017,Books,0.54,1.22,37.44,20.5,441.0,3.4,2.64,4.46,7.0
P-HO0091,Home,4.57,9.69,90.04,7.3,413.0,6.6,9.21,4.94,10.0
P-HO0033,Home,7.83,20.78,59.72,14.8,628.0,4.9,16.6,4.07,14.0
P-EL0010,Electronics,1.78,3.66,259.65,9.4,72.0,1.9,4.36,4.06,20.0
P-HO0079,Home,3.13,6.52,48.54,13.2,203.0,4.8,7.1,4.62,16.0
P-EL0071,Electronics,0.72,1.48,204.29,11.4,128.0,5.8,3.56,4.6,16.0
P-HO0052,Home,5.68,6.0,111.28,6.3,301.0,4.9,9.79,3.81,19.0
P-EL0092,Electronics,0.99,1.59,324.26,4.0,89.0,10.7,4.32,4.12,19.0
P-FO0077,Food,2.37,4.9,13.64,21.3,567.0,1.3,5.88,4.01,3.0
P-BO0049,Books,0.7,1.69,28.73,23.5,569.0,2.2,2.78,4.04,8.0
P-FO0015,Food,2.65,3.69,8.95,23.9,707.0,0.5,6.84,4.07,2.0
P-BO0074,Books,0.41,0.77,18.88,25.4,802.0,0.0,2.83,3.51,6.0
P-FO0000,Food,2.78,4.93,10.56,26.4,778.0,1.5,5.87,3.87,3.0
P-AP0092,Apparel,0.9,2.05,40.61,14.2,369.0,16.9,3.6,3.14,11.0
P-HO0057,Home,10.4,13.05,33.93,13.6,531.0,5.7,15.7,4.36,11.0
P-FO0080,Food,1.35,2.73,9.87,25.6,1064.0,2.0,5.36,4.93,3.0
P-BO0039,Books,0.94,1.72,13.33,22.2,1346.0,0.6,2.51,4.95,6.0
P-FO0088,Food,5.87,18.03,10.81,28.5,607.0,0.4,13.7,3.36,3.0
P-AP0095,Apparel,0.47,1.22,98.58,13.8,499.0,12.9,3.37,4.03,9.0
P-BO0043,Books,0.22,0.5,16.01,19.4,703.0,2.3,3.13,3.89,8.0
P-AP0037,Apparel,0.38,0.59,45.68,17.4,529.0,0.0,1.57,4.54,10.0
P-HO0060,Home,8.73,16.51,39.24,13.9,198.0,8.5,14.95,4.09,10.0
P-EL0038,Electronics,0.83,2.71,117.68,14.0,182.0,0.0,4.3,3.37,31.0
P-HO0001,Home,7.93,19.69,53.63,7.2,361.0,3.0,16.92,4.15,19.0
P-FO0066,Food,1.81,4.29,14.18,18.1,498.0,0.0,4.77,4.3,3.0
P-HO0090,Home,10.31,20.86,75.68,14.9,364.0,0.6,19.35,3.71,10.0
P-FO0048,Food,3.33,4.82,16.97,20.8,594.0,0.9,6.45,4.27,4.0
P-AP0089,Apparel,0.32,0.53,42.53,18.8,317.0,23.5,2.36,4.02,13.0
P-HO0051,Home,7.21,13.98,42.89,18.4,422.0,6.4,13.3,3.92,7.0
P-AP0012,Apparel,0.51,0.8,28.38,17.2,416.0,9.1,3.57,3.9,12.0
P-FO0037,Food,3.28,9.4,11.36,25.3,697.0,1.2,8.6,3.86,4.0
P-AP0083,Apparel,0.56,1.02,57.96,16.8,347.0,24.7,2.57,4.16,8.0
P-AP0052,Apparel,0.5,0.92,50.19,11.3,254.0,21.1,2.56,3.92,8.0
P-BO0012,Books,0.48,0.77,17.99,19.0,1093.0,2.8,2.78,4.1,6.0
P-BO0025,Books,0.42,0.74,25.79,18.6,665.0,1.3,3.04,4.24,10.0
P-AP0091,Apparel,0.78,1.4,67.33,11.0,563.0,21.8,2.41,2.96,10.0
P-EL0044,Electronics,1.26,1.78,421.85,8.2,69.0,5.3,3.73,4.04,22.0
P-FO0044,Food,1.59,6.63,12.42,27.8,490.0,2.2,6.11,3.8,3.0
P-HO0075,Home,2.85,6.47,41.85,15.8,151.0,0.0,7.06,4.27,15.0
P-EL0006,Electronics,1.27,1.72,128.47,7.5,205.0,12.3,4.48,3.44,20.0
P-HO0050,Home,4.87,8.92,95.13,10.4,185.0,6.5,9.33,3.22,10.0
P-BO0011,Books,0.69,1.11,38.3,14.7,704.0,1.9,3.66,3.15,5.0
P-EL0075,Electronics,1.64,3.1,210.04,15.2,128.0,2.2,5.0,4.15,11.0
P-EL0000,Electronics,1.38,2.21,206.02,12.9,137.0,9.5,4.57,4.41,17.0
P-FO0028,Food,3.13,6.12,13.18,16.8,638.0,0.8,6.69,4.34,3.0
P-BO0091,Books,0.48,0.97,34.51,14.1,362.0,2.3,1.76,3.62,9.0
P-BO0083,Books,0.81,2.05,19.97,17.9,732.0,3.6,3.18,4.62,7.0
P-FO0032,Food,1.34,5.67,11.18,24.9,864.0,1.3,4.72,4.76,3.0
P-EL0068,Electronics,1.77,3.03,183.87,7.5,237.0,7.4,4.48,3.38,18.0
P-AP0067,Apparel,0.29,0.59,92.51,13.5,433.0,10.8,2.78,3.88,12.0
P-BO0092,Books,0.35,0.61,17.58,24.5,644.0,1.4,2.17,3.94,10.0
P-HO0018,Home,8.08,13.23,88.34,12.0,223.0,10.0,14.53,4.15,11.0
P-EL0042,Electronics,0.89,0.84,89.11,11.3,316.0,6.6,4.73,3.51,30.0
P-BO0066,Books,0.22,0.46,31.64,18.3,370.0,0.0,2.58,4.71,8.0
P-BO0045,Books,0.84,1.11,19.71,18.6,687.0,2.4,3.18,3.9,6.0
P-EL0072,Electronics,0.79,1.25,173.13,10.5,153.0,6.7,2.85,4.08,25.0
P-EL0023,Electronics,1.12,3.03,116.65,12.4,137.0,5.5,3.83,3.32,10.0
P-BO0098,Books,0.65,0.9,24.98,26.7,793.0,1.5,1.8,3.97,4.0
P-AP0085,Apparel,0.53,0.85,25.95,19.5,564.0,15.4,1.84,4.08,13.0
P-BO0048,Books,0.46,1.06,24.07,22.5,1047.0,3.0,3.36,3.8,6.0
P-AP0003,Apparel,0.82,1.78,55.4,13.5,491.0,18.0,3.79,3.1,4.0
P-FO0007,Food,3.48,7.5,12.79,18.5,804.0,2.1,8.58,5.0,3.0
P-HO0011,Home,2.67,5.61,142.5,10.2,278.0,5.6,7.67,4.76,17.0
P-EL0067,Electronics,0.97,1.97,207.19,4.0,287.0,4.3,4.1,3.76,19.0
P-EL0025,Electronics,1.02,2.05,197.21,9.2,134.0,4.8,3.47,4.66,21.0
P-AP0096,Apparel,0.56,1.63,27.54,11.8,658.0,24.6,3.5,3.4,9.0
P-AP0075,Apparel,0.25,0.48,23.73,19.1,642.0,20.7,1.71,2.96,11.0
